input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
"bravo, your majesty!",", majesty majesty majesty!",i'll be right back,i'll be right back!,come on let's go!,and this is bravo!,clustered/clustering_beam_search_bs100_cbs5.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_0,original/standard_beam_search_bs10.json_6,original/iterative_beam_search_bs5_ibs10.json_5,clustered/random_sampling_temp1.0_top100.json_6,2,you watch this garbage?,i don't know what you're doing,may i ask you something?,i don't think so,i'm gonna kill you,what are you doing here?,original/clustering_beam_search_bs10_cbs5.json_8,clustered/random_sampling_temp1.0.json_3,clustered/clustering_beam_search_bs100_cbs5.json_3,original/random_sampling_temp0.5.json_3,original/beam_search_bs10_kpercand3.json_3,41,tell me your name.,i'll tell you,what do you mean?,you must be very proud of that,what do you want from me?,i'm glad you're here,original/beam_search_bs10_kpercand3.json_6,original/beam_search_bs10_kpercand3.json_1,original/random_sampling_temp1.0_top10.json_5,original/standard_beam_search_bs10_npad0.3.json_3,clustered/random_sampling_temp1.0_top100.json_3,19,chief - mind if i take her?,go get them nick!,i'll show you,don't worry about it,she's gone to the hospital!,there's no need for alarm her,clustered/random_sampling_temp1.0.json_8,clustered/standard_beam_search_bs100.json_8,original/iterative_beam_search_bs5_ibs10.json_6,clustered/random_sampling_temp1.0.json_5,clustered/random_sampling_temp1.0.json_6,55,he said we're all going to have to go talk to the guy.,we're going to have to do this again,what did he say?,i saw him come in,well it's just so,he said he didn't want to talk to me,original/random_sampling_temp0.7.json_2,original/standard_beam_search_bs10_npad0.3.json_0,clustered/random_sampling_temp0.7.json_6,clustered/random_sampling_temp1.0.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_1,99
its muscles are locked.,i based on the lens,i don't know what to do,i can't believe it,i can't believe it,it's not the same,clustered/random_sampling_temp1.0.json_9,clustered/random_sampling_temp0.5.json_3,original/standard_beam_search_bs10.json_0,original/clustering_beam_search_bs10_cbs5.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_1,43,there are cables overhead. hang on. it'll clear up.,if that's what i think it is i'm afraid we're not finished,there can you see us?,the problem is that if we find a way to escape the. would not survive in the. of the universe,i don't know what to do,i'll tell you something,original/random_sampling_temp0.7.json_7,original/random_sampling_temp1.0.json_1,original/random_sampling_temp1.0_top10.json_9,original/standard_beam_search_bs10.json_6,original/random_sampling_temp0.5.json_1,88,i told you the facts! he abandoned us -- those are the facts.,what do you mean?,what do you think?,i'll tell you what,let me tell you something,i don't think so,original/diverse_beam_search_bs10_dbs0.8.json_0,original/clustering_beam_search_bs10_cbs5.json_2,clustered/random_sampling_temp1.0.json_0,clustered/clustering_beam_search_bs100_cbs5.json_5,clustered/iterative_beam_search_bs5_ibs100.json_1,97,you going to answer it?,what's the matter?,what are you talking about?,would you like to see it?,the odd thing could wake his heart off,you knew what it was,original/beam_search_bs10_kpercand3.json_1,original/clustering_beam_search_bs10_cbs5.json_2,original/iterative_beam_search_bs5_ibs10.json_7,original/random_sampling_temp1.0.json_7,original/random_sampling_temp0.5.json_4,51,what will you do?,i want to speak to you,i don't know what you're talking about,i can't believe it,it's about an hour ago,i want you to come,clustered/random_sampling_temp0.7.json_8,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/random_sampling_temp0.5.json_2,original/random_sampling_temp1.0.json_2,original/random_sampling_temp1.0_top10.json_3,9
how far have you gotten?,i've been looking for you,i've never seen anything like it,i've been looking for you all day,i've never seen anything like it before but i'm sure you're right,no i don't think so,clustered/clustering_beam_search_bs100_cbs5.json_6,original/standard_beam_search_bs10_npad0.3.json_4,original/standard_beam_search_bs10.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/iterative_beam_search_bs5_ibs10.json_4,15,make a right. you can't miss it.,i don't like it,i've got to go,i'll give you a hand,yes you got it wrong,we'll keep busy,clustered/random_sampling_temp1.0_top100.json_1,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/random_sampling_temp0.5.json_6,original/random_sampling_temp1.0.json_0,clustered/random_sampling_temp1.0.json_6,89,do you really know superman?,i don't know what you're talking about but i don't know what you're talking about but i don't know what you're talking about but i don't know what you're talking about,is that what you think?,you know i never said that i was in love with her,what do you mean?,i'm gonna go out and ask you a few questions,clustered/diverse_beam_search_bs100_dbs0.8.json_8,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp1.0_top10.json_6,clustered/random_sampling_temp1.0_top100.json_0,original/random_sampling_temp0.7.json_6,52,what are you looking to read?,are you all right?,what's the matter with you?,what is the meaning of this?,i've never seen anything like it before but i'm sure you're gonna be very happy to hear that you're not going to be,i can't comment without it you know,original/iterative_beam_search_bs5_ibs10.json_2,original/clustering_beam_search_bs10_cbs5.json_6,original/random_sampling_temp1.0_top10.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_7,original/random_sampling_temp1.0.json_3,95,i'm really not that hungry.,what are you doing?,no i'm not hungry,it's like a dream,we'll get you out of here,what about the.?,clustered/standard_beam_search_bs100_npad0.3.json_0,clustered/beam_search_bs100_kpercand3.json_7,clustered/random_sampling_temp1.0_top100.json_8,original/random_sampling_temp1.0_top10.json_3,clustered/random_sampling_temp0.5.json_8,94
your ideas never work out.,i've never seen anything like it before but i'm sure you're right,what the fuck are you thinking?,you're a journalist,i don't know what you mean,you know i'm not so sure,clustered/diverse_beam_search_bs100_dbs0.8.json_5,original/random_sampling_temp1.0_top10.json_5,clustered/random_sampling_temp1.0.json_1,clustered/random_sampling_temp0.7.json_2,original/random_sampling_temp0.5.json_7,54,i'd love to drive through new england in the fall.,i've been around and that's how i have changed a lot,i'd like to go home,i don't want to be a.,i don't think so,nice to see you again,original/random_sampling_temp0.7.json_9,original/standard_beam_search_bs10_npad0.3.json_1,original/standard_beam_search_bs10_npad0.3.json_6,clustered/standard_beam_search_bs100_npad0.3.json_1,clustered/iterative_beam_search_bs5_ibs100.json_6,73,bring down the money or your friend's dead!,get out of the way!,get out of my way!,don't give me that shit!,what's the matter?,get out of here!,original/diverse_beam_search_bs10_dbs0.8.json_1,original/beam_search_bs10_kpercand3.json_7,clustered/random_sampling_temp0.5.json_6,original/standard_beam_search_bs10.json_3,original/beam_search_bs10_kpercand3.json_0,92,i might do it wrong.,i don't think so,i don't know what you're talking about but i don't think you're going to be able to do the same thing to me if you're going to be a little bit more careful,i've never seen anything like it,i don't know what you're doing,i think you're right,clustered/iterative_beam_search_bs5_ibs100.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/beam_search_bs100_kpercand3.json_9,original/diverse_beam_search_bs10_dbs0.8.json_9,clustered/random_sampling_temp0.7.json_3,28,what happened to your pants?,i feel like a fucking fool,i'll do my best,it's a good idea,i don't like it,what's the matter?,clustered/random_sampling_temp0.7.json_9,original/random_sampling_temp1.0.json_0,clustered/random_sampling_temp0.7.json_7,clustered/random_sampling_temp0.7.json_2,original/standard_beam_search_bs10_npad0.3.json_4,10
"you ain't gettin 'in no trouble, i hope.",here give it to me,i don't think so,see you in the morning,what do you think you're doing?,what's the matter with you?,clustered/random_sampling_temp1.0.json_3,original/beam_search_bs10_kpercand3.json_2,clustered/iterative_beam_search_bs5_ibs100.json_8,clustered/standard_beam_search_bs100.json_7,clustered/standard_beam_search_bs100.json_1,63,"sorry, am i interrupting?",what are you doing here?,i'm sorry i didn't mean to interrupt you but you're not going to be able to find out what happened last night,that's why i'm here,the other day i took a shower,are you all right?,clustered/standard_beam_search_bs100.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/iterative_beam_search_bs5_ibs100.json_5,original/random_sampling_temp0.7.json_8,clustered/iterative_beam_search_bs5_ibs100.json_0,46,he said we're all going to have to go talk to the guy.,why is he in confiscate,he said he didn't want to go to the police station because he didn't want to go to the police station because he didn't want to go home,he said he didn't want to go,he said he was going to make the ultimate act of the.,he didn't say anything,original/random_sampling_temp1.0.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_9,original/diverse_beam_search_bs10_dbs0.8.json_3,original/random_sampling_temp0.7.json_8,clustered/clustering_beam_search_bs100_cbs5.json_4,99,what did you just say?,i called out 20 times,i couldn't have heard him go down to the states,well i don't know,what are you talking about?,what's the matter?,original/random_sampling_temp1.0.json_5,original/random_sampling_temp1.0.json_7,clustered/random_sampling_temp1.0_top100.json_1,clustered/standard_beam_search_bs100.json_0,original/standard_beam_search_bs10.json_1,18,i like cows.,i don't want any of this,we have a lot of work,i'll be right back,you know what i mean?,i know what you mean,clustered/random_sampling_temp1.0_top100.json_7,clustered/random_sampling_temp1.0_top100.json_9,clustered/standard_beam_search_bs100.json_5,clustered/standard_beam_search_bs100.json_4,clustered/standard_beam_search_bs100_npad0.3.json_7,40
good luck.,let's get out of here,i'll be right back,excuse me ma'a m,how do you do?,how do you know?,clustered/standard_beam_search_bs100_npad0.3.json_7,original/standard_beam_search_bs10.json_4,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/iterative_beam_search_bs5_ibs100.json_1,clustered/random_sampling_temp1.0_top100.json_1,31,poor father...,how do you do?,i've been thinking,thank you very much sir,he leadeth me with the sword,the.. of father are not allowed,clustered/clustering_beam_search_bs100_cbs5.json_3,clustered/beam_search_bs100_kpercand3.json_9,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/random_sampling_temp1.0.json_6,original/random_sampling_temp1.0_top10.json_6,36,you okay?,if you'll help me cancel it with me,you're not going to get away with this?,i've got to get to work,i don't know,don't worry about it,original/random_sampling_temp1.0.json_5,original/diverse_beam_search_bs10_dbs0.8.json_9,original/standard_beam_search_bs10.json_9,clustered/iterative_beam_search_bs5_ibs100.json_0,clustered/clustering_beam_search_bs100_cbs5.json_5,29,maybe it went out. should someone check it?,i don't know!,well the? 's got to stop it,i'm not sure i know,it's not too bad,i don't know what you're talking about but i don't know what you're talking about,original/clustering_beam_search_bs10_cbs5.json_1,original/random_sampling_temp1.0_top10.json_5,original/random_sampling_temp0.5.json_4,clustered/random_sampling_temp0.7.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_5,59,you really got a masters degree?,i was just talking to the?,well i'm a?,you've got to be kidding me,what do you think?,you've got a lot of nerve,original/random_sampling_temp0.7.json_6,clustered/iterative_beam_search_bs5_ibs100.json_7,clustered/standard_beam_search_bs100_npad0.3.json_8,original/beam_search_bs10_kpercand3.json_1,original/standard_beam_search_bs10_npad0.3.json_8,98
it bit you.,i've seen it,how do you do?,i thought you were a nice guy,i thought you were a cop,i don't know how to thank you,clustered/standard_beam_search_bs100_npad0.3.json_7,clustered/iterative_beam_search_bs5_ibs100.json_0,original/random_sampling_temp0.5.json_8,clustered/random_sampling_temp0.7.json_9,original/standard_beam_search_bs10.json_9,44,fine speech. now what do we do?,i'll be right back,i'll tell you what i think,for the sake of god,i'll be right back,sorry miss do i got a little bit of a headache here,clustered/standard_beam_search_bs100_npad0.3.json_4,original/standard_beam_search_bs10_npad0.3.json_9,original/iterative_beam_search_bs5_ibs10.json_8,clustered/iterative_beam_search_bs5_ibs100.json_2,original/random_sampling_temp0.7.json_9,57,"bravo, your majesty!",how do you do?,i'll take care of the whole thing and make sure it's all right with you to make sure he doesn't get into trouble,get out of here!,what do you mean?,come on let's go!,clustered/random_sampling_temp0.7.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/beam_search_bs100_kpercand3.json_4,original/diverse_beam_search_bs10_dbs0.8.json_0,clustered/beam_search_bs100_kpercand3.json_5,2,what's he get if he wins here?,you're going to be fine,i don't know what you're talking about!,this isn't good news,that's the way it is,i don't know what to do,clustered/random_sampling_temp1.0_top100.json_9,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/random_sampling_temp1.0.json_9,clustered/random_sampling_temp0.7.json_4,original/diverse_beam_search_bs10_dbs0.8.json_1,79,he thinks people *like* to get whacked by branches.,lf you're by his land suddenly he will find he,i don't know what to say,that's what he said,larry by's been transferred,he doesn't know anything,original/random_sampling_temp1.0.json_6,original/standard_beam_search_bs10.json_6,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp1.0.json_1,original/beam_search_bs10_kpercand3.json_4,62
are you nervous?,what are you doing?,what's the matter?,i don't know what to say,i'm just trying to help,what are you doing here?!,clustered/beam_search_bs100_kpercand3.json_0,original/standard_beam_search_bs10_npad0.3.json_2,original/standard_beam_search_bs10_npad0.3.json_6,clustered/random_sampling_temp1.0_top100.json_6,original/clustering_beam_search_bs10_cbs5.json_7,21,see anything you like?,what's the matter?,you're only 16,i'll take care of it myself,i'll be right back,why don't you come with me?,clustered/standard_beam_search_bs100_npad0.3.json_0,clustered/random_sampling_temp1.0.json_4,original/diverse_beam_search_bs10_dbs0.8.json_6,clustered/standard_beam_search_bs100_npad0.3.json_2,original/iterative_beam_search_bs5_ibs10.json_9,45,where the hell is he?,i'll take care of it,sure but where does it be when they die?,come on let's go,i don't think he's ready to go,i'll be right back,clustered/random_sampling_temp0.7.json_2,original/random_sampling_temp1.0.json_8,clustered/beam_search_bs100_kpercand3.json_5,original/random_sampling_temp0.7.json_6,original/standard_beam_search_bs10.json_2,5,they've taken your clothes?,my dear lady the police are here,let's get out of here,they're the ones who? e been waiting for you for a few days and you haven't,i'll be right back,don't you remember?,original/random_sampling_temp0.5.json_8,original/iterative_beam_search_bs5_ibs10.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/standard_beam_search_bs100_npad0.3.json_6,clustered/iterative_beam_search_bs5_ibs100.json_2,16,that's right; convict without trial... habeas corpus.,yes nephew as the committee,one day we were a couple,he's been habeas... for years,what do you mean?,i'll take care of it,original/random_sampling_temp1.0.json_4,original/random_sampling_temp1.0.json_0,original/random_sampling_temp0.5.json_7,clustered/standard_beam_search_bs100_npad0.3.json_0,clustered/random_sampling_temp0.7.json_4,85
well i was right. you are a sentimentalist.,i know what you mean,do you know what you're saying?,what do you think?,i don't know what you mean,i've been thinking about you,clustered/standard_beam_search_bs100_npad0.3.json_6,original/iterative_beam_search_bs5_ibs10.json_9,original/random_sampling_temp1.0_top10.json_0,original/diverse_beam_search_bs10_dbs0.8.json_3,clustered/random_sampling_temp0.7.json_7,61,you sure know how to take a lot of punishment.,you know what i mean,you know what i mean?,i'll take care of it,what do you mean?,i'll be right back,original/standard_beam_search_bs10_npad0.3.json_1,clustered/standard_beam_search_bs100.json_5,original/clustering_beam_search_bs10_cbs5.json_3,clustered/beam_search_bs100_kpercand3.json_0,clustered/standard_beam_search_bs100.json_4,91,yes... ..we do ask for... .30 to 60 days....,the. is very...,i've never seen anything like it before,i don't think so,i'll take care of it myself,i don't know what you're doing,clustered/random_sampling_temp1.0_top100.json_7,original/diverse_beam_search_bs10_dbs0.8.json_5,original/beam_search_bs10_kpercand3.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_1,original/clustering_beam_search_bs10_cbs5.json_6,77,it might be an interesting case.,it has an its 335.,that's why i'm here,i've been thinking,i don't think so,i've never seen anything like it before but i'm sure it. l be,original/random_sampling_temp1.0.json_2,clustered/random_sampling_temp0.7.json_3,clustered/random_sampling_temp0.5.json_1,original/diverse_beam_search_bs10_dbs0.8.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_4,83,how far have you gotten?,i don't know how to say that,i've been here for a long time,i can't stand it any longer,i've been looking for you,i can't believe it,original/random_sampling_temp0.5.json_3,original/random_sampling_temp0.5.json_5,clustered/random_sampling_temp1.0.json_4,original/clustering_beam_search_bs10_cbs5.json_3,clustered/standard_beam_search_bs100.json_3,15
its muscles are locked.,these are the'llocked,what's going on?,this is the'llocked,it's a. locked,what are you doing?,original/iterative_beam_search_bs5_ibs10.json_7,clustered/random_sampling_temp1.0_top100.json_1,clustered/random_sampling_temp0.5.json_2,original/clustering_beam_search_bs10_cbs5.json_1,clustered/clustering_beam_search_bs100_cbs5.json_0,43,"ready to roll, partner?",let's get out of here!,with a patch cut gangster,i'll be right back,why are you doing it for?,you're gonna be fine,original/clustering_beam_search_bs10_cbs5.json_6,clustered/random_sampling_temp1.0.json_9,clustered/random_sampling_temp0.5.json_1,original/random_sampling_temp1.0.json_3,clustered/random_sampling_temp0.5.json_6,50,where are you?,i'll be right back,i'm in a hurry,i'll be right back,i'll take care of it,i don't know what to say,original/diverse_beam_search_bs10_dbs0.8.json_2,clustered/random_sampling_temp0.7.json_3,original/beam_search_bs10_kpercand3.json_4,clustered/clustering_beam_search_bs100_cbs5.json_7,original/beam_search_bs10_kpercand3.json_6,12,when do we go?,we're out of time,i don't know what to do,i'll do it,i don't want you to go,come on let's go,clustered/random_sampling_temp0.7.json_3,original/diverse_beam_search_bs10_dbs0.8.json_5,clustered/clustering_beam_search_bs100_cbs5.json_5,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/standard_beam_search_bs100.json_5,32,what are you crying for?,i'll be right back,i don't know what to do,have you seen my father?,i don't know what to say,what are you doing?,clustered/clustering_beam_search_bs100_cbs5.json_3,original/standard_beam_search_bs10_npad0.3.json_9,original/iterative_beam_search_bs5_ibs10.json_9,original/standard_beam_search_bs10_npad0.3.json_8,clustered/iterative_beam_search_bs5_ibs100.json_0,48
does he have the marked bills on him?,he doesn't know what he's doing,he's got a lot of money he doesn't need to pay for more than 10 000 in cash and he won't be able to,he's in the hospital,i don't know what's going on,i'm really sorry about that,clustered/random_sampling_temp0.5.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/random_sampling_temp1.0_top100.json_4,original/diverse_beam_search_bs10_dbs0.8.json_5,clustered/random_sampling_temp0.7.json_7,69,what are you looking to read?,what's the matter?,i don't understand why you'd like to see me,we've found him,i don't know what you mean,i'll be right back,clustered/clustering_beam_search_bs100_cbs5.json_1,original/random_sampling_temp1.0_top10.json_9,original/random_sampling_temp1.0_top10.json_6,original/standard_beam_search_bs10.json_9,clustered/random_sampling_temp0.5.json_1,95,your men knew the risks.,i don't know what to do,you didn't see it?,and they're prisoners of dangerously risks,what's your opinion?,because you're a.,original/diverse_beam_search_bs10_dbs0.8.json_2,original/random_sampling_temp1.0_top10.json_0,original/random_sampling_temp1.0.json_4,clustered/random_sampling_temp1.0_top100.json_5,original/iterative_beam_search_bs5_ibs10.json_9,3,that's coming along well!,i object to the women!,i don't know!,i'll be back in a minute,i'll take care of that,the way to the top is to find out if it's true,original/random_sampling_temp1.0.json_4,clustered/clustering_beam_search_bs100_cbs5.json_3,original/clustering_beam_search_bs10_cbs5.json_5,original/diverse_beam_search_bs10_dbs0.8.json_8,original/random_sampling_temp1.0_top10.json_9,35,i forgot where i put my keys.,what do you mean?,where are you going?,must be some fucking eastern supermarket zombie,i'll be right back,i'll be right back,clustered/standard_beam_search_bs100.json_1,clustered/random_sampling_temp1.0_top100.json_0,original/random_sampling_temp1.0.json_6,clustered/iterative_beam_search_bs5_ibs100.json_0,original/standard_beam_search_bs10.json_3,71
i'm really not that hungry.,i'm not not you,okay i'll go,i've been thinking,what do you think?,i'm not the one that's going to get you,original/random_sampling_temp0.5.json_2,clustered/iterative_beam_search_bs5_ibs100.json_8,clustered/standard_beam_search_bs100.json_8,original/standard_beam_search_bs10.json_3,original/random_sampling_temp1.0_top10.json_6,94,it's okay. it's alright.,i'll tell you what,i've got to get out of here,let's see tarzan here is a little problem,what's that phrase?,i don't know what to say,clustered/random_sampling_temp1.0_top100.json_2,original/diverse_beam_search_bs10_dbs0.8.json_6,original/random_sampling_temp1.0.json_6,original/random_sampling_temp0.7.json_3,original/diverse_beam_search_bs10_dbs0.8.json_5,76,now i think we really do understand one another.,after all we've got to get out of here,i'll tell you what,at least he remembers do's girlfriend,i've been thinking,it's a few things back there,original/random_sampling_temp0.7.json_2,clustered/standard_beam_search_bs100.json_7,clustered/random_sampling_temp1.0.json_9,clustered/beam_search_bs100_kpercand3.json_4,original/random_sampling_temp0.7.json_5,64,are you alright?,i've got to get out of here,i'm sorry i didn't come home last night,did you see that?,are will be back presently,what are you doing?,clustered/random_sampling_temp0.7.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/iterative_beam_search_bs5_ibs100.json_4,clustered/random_sampling_temp1.0.json_9,clustered/clustering_beam_search_bs100_cbs5.json_0,30,do you think they'll walk away?,what are you going to do?,i'm afraid they're not going to be able to get away from the other side of the house as long as they're not too far away,what do you think?,what do you think you're doing?,so what do you think?,clustered/clustering_beam_search_bs100_cbs5.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/random_sampling_temp1.0_top100.json_0,clustered/standard_beam_search_bs100.json_6,original/iterative_beam_search_bs5_ibs10.json_6,90
tell me your name.,we can talk to you,i'll tell you what,what do you want?,what do you want?,you pagan piece of shit,clustered/random_sampling_temp1.0.json_4,clustered/random_sampling_temp0.5.json_1,clustered/random_sampling_temp0.5.json_0,clustered/random_sampling_temp0.7.json_0,original/random_sampling_temp1.0.json_1,19,"look, nobody knows we did it.",i don't think so,it doesn't have to be that way!,sounds like a good idea,it's not that did,i don't think it's a good idea,original/standard_beam_search_bs10_npad0.3.json_0,original/random_sampling_temp1.0_top10.json_1,clustered/iterative_beam_search_bs5_ibs100.json_5,clustered/random_sampling_temp1.0.json_2,original/standard_beam_search_bs10_npad0.3.json_7,68,"honey, we can be happy and poor together.",we can't do that,i don't know what i'm doing,i think we should take him to the hospital,i don't get it,i don't think so,clustered/random_sampling_temp0.5.json_5,original/standard_beam_search_bs10.json_6,clustered/random_sampling_temp0.5.json_9,clustered/random_sampling_temp1.0.json_1,clustered/iterative_beam_search_bs5_ibs100.json_1,86,maybe you inspire me.,i'm not gonna hurt you,i don't know what you're talking about but,i was just thinking of you as a friend,what are you doing?,maybe you're right,original/random_sampling_temp0.5.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/random_sampling_temp1.0_top100.json_9,clustered/beam_search_bs100_kpercand3.json_4,clustered/standard_beam_search_bs100.json_2,27,i almost thought for a second...,i never should have waited,where are you going?,i... e never seen anything like it,i don't know what to do,i... l be right back,original/random_sampling_temp0.7.json_4,clustered/iterative_beam_search_bs5_ibs100.json_0,original/diverse_beam_search_bs10_dbs0.8.json_2,original/standard_beam_search_bs10_npad0.3.json_6,clustered/beam_search_bs100_kpercand3.json_4,78
shall we unpack it?,i can't believe it,i'll be back,i just said i don't know how he went to work,i can't believe it,i'm heading straight to the?,clustered/clustering_beam_search_bs100_cbs5.json_7,original/beam_search_bs10_kpercand3.json_4,original/random_sampling_temp1.0.json_4,clustered/random_sampling_temp0.7.json_3,original/random_sampling_temp0.7.json_8,49,the bourbon. the news about ugarte upset me very much.,what's the matter?,where are you going?,come on come on you're very beautiful,what was it like?,i don't know what to do,clustered/beam_search_bs100_kpercand3.json_0,original/iterative_beam_search_bs5_ibs10.json_2,clustered/random_sampling_temp1.0.json_8,clustered/random_sampling_temp1.0.json_3,original/beam_search_bs10_kpercand3.json_5,60,did you call?,i'm sorry i didn't know you were coming,exactly the time i went to psychology with a blind man my name is mr?!,i was just wondering if you'd like to see this,his name is you call,i don't think so,clustered/diverse_beam_search_bs100_dbs0.8.json_2,original/random_sampling_temp1.0.json_9,original/random_sampling_temp0.5.json_8,clustered/iterative_beam_search_bs5_ibs100.json_8,clustered/clustering_beam_search_bs100_cbs5.json_2,13,don't you think you should at least wave?,i was just thinking about you,i don't know what to do,that's why i'm here,i don't think so,i'm going to die,clustered/random_sampling_temp1.0_top100.json_7,original/standard_beam_search_bs10_npad0.3.json_5,clustered/clustering_beam_search_bs100_cbs5.json_8,original/clustering_beam_search_bs10_cbs5.json_0,clustered/random_sampling_temp1.0_top100.json_4,66,too many people know about my involvement in this.,yes well i'd like to get some information but we have to decide,didn't think you'd watch foreign things about 60 ships run plane racing pilots or cars?,i've been through this before,well i don't know,let me tell you something,original/random_sampling_temp0.7.json_9,original/random_sampling_temp1.0.json_9,clustered/random_sampling_temp0.5.json_8,clustered/random_sampling_temp1.0.json_0,original/iterative_beam_search_bs5_ibs10.json_1,96
"when you get going on those broads, think of me!",get out of here!,i'll be right back,if arjun gets in half hour and you both stop gossiping,i hate that table!,i've been waiting for you,original/iterative_beam_search_bs5_ibs10.json_1,original/standard_beam_search_bs10.json_1,original/random_sampling_temp1.0.json_8,clustered/random_sampling_temp0.7.json_9,clustered/random_sampling_temp0.5.json_6,81,you know where he lives?,i think he's he,he's an old friend of mine,don't talk much in a week,i've seen him,son of a bitch!,clustered/random_sampling_temp1.0.json_3,clustered/random_sampling_temp0.5.json_7,clustered/random_sampling_temp1.0.json_8,clustered/random_sampling_temp0.5.json_3,clustered/iterative_beam_search_bs5_ibs100.json_3,39,"i'm in a wheelchair, the truck sounds pretty good.",well i don't know,what are you doing here?,how do you know?,come on let's go,what does it mean?,clustered/random_sampling_temp0.5.json_1,original/standard_beam_search_bs10_npad0.3.json_0,clustered/beam_search_bs100_kpercand3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_4,clustered/random_sampling_temp1.0.json_2,65,aren't you coming?,i've got to go,what are you doing here?,i was just getting back to work,i don't feel well,i'll be right back ma'a m ma'a m i'm sorry i didn't mean to interrupt you but you're not going,clustered/standard_beam_search_bs100.json_7,original/standard_beam_search_bs10_npad0.3.json_1,original/random_sampling_temp1.0_top10.json_5,clustered/random_sampling_temp1.0.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_9,4,i'd love to drive through new england in the fall.,having a good time?,if i were you i'd go to the.,but you are like a beauty of loving direct.,i'm not a.,as a matter of fact,clustered/iterative_beam_search_bs5_ibs100.json_7,original/beam_search_bs10_kpercand3.json_8,original/random_sampling_temp1.0.json_6,clustered/random_sampling_temp0.5.json_2,clustered/beam_search_bs100_kpercand3.json_3,73
your ideas never work out.,there aren't any cameras in here,i don't know what to do,you suggest they just magnetism by that syringe or you just come on damn the rug!,i heard your book clearly,what do you mean?,original/random_sampling_temp1.0.json_1,original/clustering_beam_search_bs10_cbs5.json_4,original/random_sampling_temp1.0.json_9,original/random_sampling_temp1.0.json_2,clustered/beam_search_bs100_kpercand3.json_0,54,he wants the money.,i don't know sir,i don't know what he's doing,what does he want?,he's going to live,he doesn't know what he wants,clustered/random_sampling_temp0.7.json_3,original/beam_search_bs10_kpercand3.json_9,original/beam_search_bs10_kpercand3.json_0,original/random_sampling_temp0.7.json_3,original/standard_beam_search_bs10.json_8,17,there are cables overhead. hang on. it'll clear up.,i've never seen anything like it before,it's a. device,i've never seen anything like it,i've never seen anything like it before but i'm sure it. l be a good idea,i don't know what to think,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/random_sampling_temp0.7.json_7,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_7,original/standard_beam_search_bs10.json_8,88,what will you do?,i've got to go,i'll take care of you,what do you mean?,i don't like it,i'll be right back,clustered/clustering_beam_search_bs100_cbs5.json_8,original/beam_search_bs10_kpercand3.json_9,original/clustering_beam_search_bs10_cbs5.json_1,clustered/standard_beam_search_bs100_npad0.3.json_8,clustered/random_sampling_temp0.7.json_1,9,are you sure you even packed it?,i'll be right back,don't worry about it,i'll be right back,ls that what you want?,lsn't that right?,clustered/standard_beam_search_bs100_npad0.3.json_1,clustered/standard_beam_search_bs100.json_3,original/beam_search_bs10_kpercand3.json_1,clustered/iterative_beam_search_bs5_ibs100.json_8,clustered/iterative_beam_search_bs5_ibs100.json_7,58
