input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
do you really know superman?,i haven't seen him since,you know you're not a real guy,do i look like surprised for you?,he's an old friend of mine,i'm so glad you came,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp0.5.json_6,clustered/random_sampling_temp1.0.json_7,clustered/random_sampling_temp1.0_top100.json_1,clustered/random_sampling_temp0.7.json_8,52,who invited you?,i don't know what you mean,i think you'd better come and help me with this,i'll tell you what i'll do,who the hell are you?,i'll tell you what i think,original/beam_search_bs10_kpercand3.json_6,original/random_sampling_temp1.0_top10.json_8,original/beam_search_bs10_kpercand3.json_7,original/random_sampling_temp1.0_top10.json_0,original/standard_beam_search_bs10.json_7,14,so what should i wear?,do you have a??,you're not a?,i'll be glad to have you here,i don't know i don't know,i've got some money,clustered/random_sampling_temp0.7.json_5,clustered/random_sampling_temp0.5.json_5,original/random_sampling_temp0.7.json_5,clustered/random_sampling_temp0.5.json_6,original/random_sampling_temp1.0_top10.json_1,20,make a right. you can't miss it.,i'll take care of you,what are we going to do about it?,i'm out of it!,i've got to go,let's get out of here,original/clustering_beam_search_bs10_cbs5.json_4,original/random_sampling_temp1.0_top10.json_1,original/random_sampling_temp0.7.json_2,clustered/beam_search_bs100_kpercand3.json_8,clustered/clustering_beam_search_bs100_cbs5.json_2,89,tonight turned out to be pretty interesting.,we're going to have a good time,what are you talking about?,you know i don't know if they're going to get a better idea than that,i'll be right back,it's been a long time,original/beam_search_bs10_kpercand3.json_7,original/iterative_beam_search_bs5_ibs10.json_0,original/random_sampling_temp0.5.json_9,original/random_sampling_temp0.5.json_0,clustered/standard_beam_search_bs100.json_6,70
he was... taken.,i didn't know he was here,how do you know that?,i don't know what to do,i'm sure he'll be very happy to see you again ma'a m but it doesn't matter,you don't have to do that,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/beam_search_bs100_kpercand3.json_2,original/standard_beam_search_bs10.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_4,clustered/standard_beam_search_bs100.json_9,24,i've lost interest.,i don't have any money,i've had enough of this,i don't know what you're talking about,i had to go to my hotel and see how you can get home,i don't know what it is,original/standard_beam_search_bs10_npad0.3.json_0,clustered/random_sampling_temp0.5.json_1,clustered/standard_beam_search_bs100.json_1,original/random_sampling_temp1.0_top10.json_9,clustered/clustering_beam_search_bs100_cbs5.json_9,47,why the hell are we wasting time here?!,it's the only way!,well i'm sorry but i'm not going to let these guys go,let's get out of here!,i don't know what to do,that's why we both want to end this war!,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp0.7.json_8,clustered/standard_beam_search_bs100_npad0.3.json_1,original/standard_beam_search_bs10_npad0.3.json_3,original/random_sampling_temp1.0.json_3,93,i just want the job.,and i want it to be the end of the world,i don't want to go,i don't want to go to the police,i don't care what you do with it,i don't want it!,original/random_sampling_temp1.0_top10.json_8,original/diverse_beam_search_bs10_dbs0.8.json_1,original/standard_beam_search_bs10.json_9,original/standard_beam_search_bs10.json_8,clustered/standard_beam_search_bs100.json_6,11,i told you the facts! he abandoned us -- those are the facts.,i don't know what you're talking about,i don't know what you're talking about ma'a m but the truth is,i've never seen anything like it,i don't know what to say,i don't know what you're talking about ma'a m but the truth is that we have a lot of work to do,clustered/diverse_beam_search_bs100_dbs0.8.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/standard_beam_search_bs100.json_9,original/standard_beam_search_bs10_npad0.3.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_5,97
i might do it wrong.,i don't know what to do,i'm sorry i can't,i don't think i can do it,i'm not gonna do it,i've never seen anything like it,clustered/random_sampling_temp0.5.json_3,clustered/random_sampling_temp0.7.json_5,clustered/random_sampling_temp0.7.json_6,clustered/random_sampling_temp1.0_top100.json_4,clustered/standard_beam_search_bs100.json_8,28,this thing's going nowhere.,you've got to be kidding,tell me what's going on,how do you know that?,you can't go in there,when did you start talking?,clustered/random_sampling_temp0.7.json_4,clustered/iterative_beam_search_bs5_ibs100.json_7,clustered/random_sampling_temp0.7.json_3,original/random_sampling_temp1.0_top10.json_2,original/random_sampling_temp0.7.json_6,38,i'm supposed to speak at their tenth anniversary.,i'm going to have a little talk with the.,i don't know what to do,i'll be back in a few minutes and you won't have to worry about me,you want to hear about this?,don't worry i'll be right back,original/random_sampling_temp0.5.json_9,original/standard_beam_search_bs10.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_5,original/random_sampling_temp0.7.json_4,original/iterative_beam_search_bs5_ibs10.json_9,80,you're the guys from the movie!,i'll show you!,i don't know what you're doing,you're gonna be fine,did you hear what i said?,you've got to be kidding!,clustered/beam_search_bs100_kpercand3.json_6,original/standard_beam_search_bs10.json_8,clustered/random_sampling_temp1.0_top100.json_5,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/standard_beam_search_bs100.json_7,87,you going to answer it?,if you? my name i'd say the same thing i do,what's going on here?,i don't want to talk about it,you know i think it's time you started thinking about a plan,that's not what i meant,original/random_sampling_temp1.0_top10.json_8,clustered/random_sampling_temp1.0_top100.json_1,original/diverse_beam_search_bs10_dbs0.8.json_4,original/random_sampling_temp0.7.json_8,clustered/random_sampling_temp0.7.json_4,51
"it's happened at last, we've become a limited company.",we're not.!,i don't know what to do with this,you're not the only one who's responsible,now you're going to need some help,we've got to get out of here,clustered/random_sampling_temp1.0_top100.json_3,original/clustering_beam_search_bs10_cbs5.json_8,original/random_sampling_temp0.7.json_4,original/random_sampling_temp0.7.json_2,clustered/beam_search_bs100_kpercand3.json_9,84,ssh. i'm on a stakeout.,i've got to get out of here and make sure it doesn't happen again,i'm going to take a bath,i'm going to dressed clean my clothes,i don't know what i'm doing,i'll be back in a few minutes,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/random_sampling_temp0.7.json_0,original/random_sampling_temp1.0.json_3,original/standard_beam_search_bs10.json_4,original/standard_beam_search_bs10.json_7,67,i was holding for someone. that wasn't even mine.,maybe i should have taken the job,and i got all my money,i don't know what to say,i thought we were going to have the same problem,i didn't know what to do with it!,original/random_sampling_temp1.0.json_0,clustered/random_sampling_temp0.7.json_9,original/standard_beam_search_bs10_npad0.3.json_4,original/random_sampling_temp0.7.json_4,original/diverse_beam_search_bs10_dbs0.8.json_8,72,he certainly was not a popular fellow when they planted him.,the first time i ever saw him,well it's a good thing you know that,i had a lot of experience,why did you do that?,i don't know what you're saying,clustered/random_sampling_temp1.0_top100.json_7,original/random_sampling_temp0.7.json_1,original/random_sampling_temp0.5.json_2,clustered/iterative_beam_search_bs5_ibs100.json_2,original/clustering_beam_search_bs10_cbs5.json_7,74,my wife wasn't diabetic.,i'm not a.!,i've never seen anything like it,i didn't know what to do with it!,i've never seen anything like it so many times before my mother died a few years ago,i didn't really see anything,clustered/beam_search_bs100_kpercand3.json_7,original/beam_search_bs10_kpercand3.json_1,original/diverse_beam_search_bs10_dbs0.8.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_7,clustered/random_sampling_temp1.0.json_1,42
go ahead to the saloon. but don't get too drunk!,i'll take care of you!,don't let him get away!,you're in a hurry!,i've had enough!,i don't know what to do!,original/standard_beam_search_bs10.json_5,clustered/random_sampling_temp1.0_top100.json_3,original/random_sampling_temp0.5.json_6,clustered/clustering_beam_search_bs100_cbs5.json_5,original/clustering_beam_search_bs10_cbs5.json_6,56,bring down the money or your friend's dead!,i'll take care of him,give me the fucking money!,what's the matter with you guys?,boss chew that mccoy right now!,i'll kill you!,clustered/diverse_beam_search_bs100_dbs0.8.json_0,clustered/iterative_beam_search_bs5_ibs100.json_4,original/clustering_beam_search_bs10_cbs5.json_8,original/random_sampling_temp1.0.json_7,original/diverse_beam_search_bs10_dbs0.8.json_0,92,what happened to your pants?,i don't know what to say,i'll be right back,what are you talking about?,and you looked at me like i was a?,i don't know what you're thinking,original/clustering_beam_search_bs10_cbs5.json_5,original/random_sampling_temp0.5.json_1,original/clustering_beam_search_bs10_cbs5.json_1,original/random_sampling_temp0.7.json_8,original/standard_beam_search_bs10.json_9,10,i'm scared shitless.,i'm going to have to get the stuff out of my head,i'll lay my hands on you,i'm not a coward!,i'll be back in a few minutes and then you won't have to worry about what happened last night at 8 00,i'll be right back,original/random_sampling_temp0.5.json_8,original/random_sampling_temp0.7.json_5,original/random_sampling_temp0.5.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/beam_search_bs100_kpercand3.json_2,37,why are you working today?,i've been waiting for you to come and visit me at 8 00 p m,i've been waiting for you,i've got to go,i've been waiting for you to come,i need to talk to you,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/clustering_beam_search_bs10_cbs5.json_0,original/beam_search_bs10_kpercand3.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/clustering_beam_search_bs100_cbs5.json_2,25
you know where he lives?,i've seen him before,no he's the guy from the?,what's the matter honey?,i've seen him before,i'm happy to see him again,original/random_sampling_temp0.5.json_1,original/random_sampling_temp1.0_top10.json_6,original/random_sampling_temp0.7.json_5,clustered/random_sampling_temp0.7.json_0,original/random_sampling_temp1.0.json_1,39,this thing's going nowhere.,i'm going to take a look at this,i can't believe it!,let's get out of here,i've never seen anything like it,i'm not going to leave you here alone!,original/clustering_beam_search_bs10_cbs5.json_7,clustered/standard_beam_search_bs100_npad0.3.json_6,clustered/standard_beam_search_bs100.json_2,clustered/standard_beam_search_bs100.json_9,original/random_sampling_temp1.0_top10.json_6,38,"why not religion, dad?",why don't you tell me?,if they're poor sometimes they aren't rich,i don't know what you're talking about ma'a m but it's a little more complicated than the new york times of san francisco and south africa,i don't know what you're talking about ma'a m but it's a little more complicated than the new york times,i don't know what to say,clustered/beam_search_bs100_kpercand3.json_7,original/random_sampling_temp1.0.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,8,what happened to your pants?,why did you do that?,you know what i mean?,i've never seen anything like it so many times before my mother died a few days ago in new york and the next day,i don't know what you're doing,they're coming for me,clustered/beam_search_bs100_kpercand3.json_7,clustered/beam_search_bs100_kpercand3.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_7,original/standard_beam_search_bs10_npad0.3.json_8,original/random_sampling_temp0.7.json_2,10,too many people know about my involvement in this.,i don't know what you're talking about,i'll tell you what i'll do,i don't know what you're talking about,let's get out of here,i don't know what to do with them,original/clustering_beam_search_bs10_cbs5.json_0,original/standard_beam_search_bs10_npad0.3.json_5,clustered/standard_beam_search_bs100.json_1,original/iterative_beam_search_bs5_ibs10.json_3,original/beam_search_bs10_kpercand3.json_8,96
i've lost interest.,i've never seen anything like this before,you know what i'm saying?,i don't know what i'm doing,i don't know how many times i have to tell you,i don't know what to say to you,original/clustering_beam_search_bs10_cbs5.json_5,clustered/random_sampling_temp0.5.json_0,original/beam_search_bs10_kpercand3.json_8,original/random_sampling_temp0.5.json_8,original/clustering_beam_search_bs10_cbs5.json_9,47,i'm supposed to speak at their tenth anniversary.,you ever read their bible book?,i've got to go,you'll be all right,i'll be back in a few minutes,i've got to go,original/random_sampling_temp1.0.json_2,clustered/beam_search_bs100_kpercand3.json_7,clustered/random_sampling_temp0.5.json_4,original/clustering_beam_search_bs10_cbs5.json_5,clustered/standard_beam_search_bs100_npad0.3.json_5,80,there are cables overhead. hang on. it'll clear up.,let's get out of here,we're going to have a little trouble here,they're all over the place,i don't know what to do,i've got a lot of work to do,clustered/iterative_beam_search_bs5_ibs100.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_2,original/random_sampling_temp1.0_top10.json_1,original/standard_beam_search_bs10.json_1,clustered/random_sampling_temp1.0.json_0,88,"when you get going on those broads, think of me!",i'm gonna kill you!,and you'll be all right!,i don't know what you're talking about,what's going on here?,i've got to go!,clustered/random_sampling_temp0.5.json_3,original/random_sampling_temp0.5.json_4,original/standard_beam_search_bs10.json_0,clustered/random_sampling_temp1.0_top100.json_0,clustered/beam_search_bs100_kpercand3.json_8,81,i almost thought for a second...,i could be in a bar,i will... before losing my limit,well i... l be right back,you know what i'm saying?,do you have any idea what's going on?,clustered/random_sampling_temp0.7.json_9,original/random_sampling_temp1.0.json_5,original/iterative_beam_search_bs5_ibs10.json_5,original/clustering_beam_search_bs10_cbs5.json_2,clustered/iterative_beam_search_bs5_ibs100.json_7,78
what are you crying for?,what are you going to do?,you're not a bad guy either!,i'm not saying i'm not being?,is that what you want?,i want to drink this bitch better than you,clustered/beam_search_bs100_kpercand3.json_2,original/random_sampling_temp1.0_top10.json_7,original/random_sampling_temp0.5.json_9,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp1.0.json_5,48,so what should i wear?,i don't know what you're talking about,what do you think you're doing?,i'll tell you what,i'll give you one,i don't know what you're talking about,original/standard_beam_search_bs10_npad0.3.json_2,clustered/standard_beam_search_bs100_npad0.3.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_0,clustered/random_sampling_temp0.7.json_2,original/standard_beam_search_bs10.json_1,20,shall we unpack it?,i don't know what you're thinking,i'll be right back,no i don't think so,i've got a lot of work to do ma'a m but it doesn't matter how many times these days are over the next few weeks will happen,then we'll have a drink,original/standard_beam_search_bs10.json_9,clustered/beam_search_bs100_kpercand3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/iterative_beam_search_bs5_ibs100.json_6,49,i hope he fell off.,i don't know what he's talking about,i don't know what to say,he's going to be fine,a dog flew by the chemist and fled,as a matter of fact i did,original/beam_search_bs10_kpercand3.json_5,original/standard_beam_search_bs10_npad0.3.json_4,clustered/clustering_beam_search_bs100_cbs5.json_8,original/random_sampling_temp1.0.json_7,original/iterative_beam_search_bs5_ibs10.json_5,23,i'm really not that hungry.,that's not what i meant,okay i'll be right back,i'm not talking about the.,you're not going anywhere,don't start your fucking game,clustered/beam_search_bs100_kpercand3.json_5,original/iterative_beam_search_bs5_ibs10.json_7,clustered/random_sampling_temp1.0_top100.json_7,clustered/standard_beam_search_bs100_npad0.3.json_7,clustered/random_sampling_temp1.0.json_9,94
are you alright?,i don't want to go to jail,i've been waiting for you,i'll be right back,what are you doing here?,why are you doing this?,original/clustering_beam_search_bs10_cbs5.json_8,clustered/random_sampling_temp1.0_top100.json_2,clustered/beam_search_bs100_kpercand3.json_1,clustered/random_sampling_temp1.0_top100.json_0,clustered/iterative_beam_search_bs5_ibs100.json_1,30,the bourbon. the news about ugarte upset me very much.,i don't know what you're saying,i'll be right back,i don't know what to say to you,what are you talking about?,i'll be right back,original/standard_beam_search_bs10_npad0.3.json_8,original/beam_search_bs10_kpercand3.json_0,original/standard_beam_search_bs10.json_9,clustered/clustering_beam_search_bs100_cbs5.json_0,clustered/clustering_beam_search_bs100_cbs5.json_1,60,"bravo, your majesty!",this is a!!!,have you come to the right place?,nice to see you again!,i'll be back in a minute!,i'll take care of it myself ma'a m but you won't be able to get in touch with me anymore,clustered/random_sampling_temp1.0_top100.json_5,clustered/random_sampling_temp0.7.json_8,clustered/iterative_beam_search_bs5_ibs100.json_7,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_7,2,i just want the job.,i'd hate to be able to talk to you,i don't care what you do,would you like a drink?,i'll get the car,i'll take care of it,original/random_sampling_temp0.7.json_6,original/standard_beam_search_bs10.json_2,clustered/iterative_beam_search_bs5_ibs100.json_3,original/random_sampling_temp1.0_top10.json_0,original/clustering_beam_search_bs10_cbs5.json_0,11,it's okay. it's alright.,what are you doing here?,i'll take care of it myself,what's your specialty mother?,so you want to be a doctor?,i'll be right back,clustered/standard_beam_search_bs100.json_1,original/clustering_beam_search_bs10_cbs5.json_5,original/random_sampling_temp0.7.json_4,original/random_sampling_temp1.0_top10.json_2,clustered/diverse_beam_search_bs100_dbs0.8.json_0,76
he thinks people *like* to get whacked by branches.,i don't know what you're talking about,there's no need to punish a cop,you know what he is?,it's a bad thing he's done,a lot do we get to another train?,clustered/clustering_beam_search_bs100_cbs5.json_3,original/random_sampling_temp1.0.json_3,original/random_sampling_temp0.5.json_0,original/random_sampling_temp0.7.json_7,original/random_sampling_temp1.0.json_5,62,"sorry, am i interrupting?",i've been waiting for you for a long time,would you like a drink?,i'm sorry to hear that,i was just trying to be helpful,is this a joke to you?,original/diverse_beam_search_bs10_dbs0.8.json_5,original/iterative_beam_search_bs5_ibs10.json_2,clustered/beam_search_bs100_kpercand3.json_5,clustered/random_sampling_temp1.0_top100.json_8,clustered/random_sampling_temp1.0.json_3,46,"you ain't gettin 'in no trouble, i hope.",i don't know what to say,i ain't got no money,you don't have to go,i'll take care of it,i'll be right back,original/beam_search_bs10_kpercand3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_6,original/random_sampling_temp1.0_top10.json_2,original/clustering_beam_search_bs10_cbs5.json_1,clustered/standard_beam_search_bs100.json_3,63,your ideas never work out.,i don't know what you're talking about,you don't have to worry about that,you're not the only one,i'll tell you what i'll do,you gotta take me to where i need a.,original/iterative_beam_search_bs5_ibs10.json_1,original/standard_beam_search_bs10_npad0.3.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_0,original/standard_beam_search_bs10_npad0.3.json_6,original/random_sampling_temp1.0.json_3,54,how far have you gotten?,i've never seen you before,i'll be right there,i've never seen you,by wlth you none of us have ever been fair to him,most of the time i've been here,original/standard_beam_search_bs10.json_5,clustered/random_sampling_temp1.0_top100.json_2,original/standard_beam_search_bs10_npad0.3.json_3,original/random_sampling_temp1.0.json_7,clustered/iterative_beam_search_bs5_ibs100.json_9,15
its muscles are locked.,can't you see that?,i've got to get out of here and make sure it doesn't happen again,the. are. and are,i have no idea what you're talking about,but it's not a big deal!,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_5,original/random_sampling_temp0.5.json_2,clustered/random_sampling_temp1.0_top100.json_3,original/random_sampling_temp1.0_top10.json_3,43,fine speech. now what do we do?,it's just a matter of time,we're going to do it,we got a race in the submarine,what do you want me to do?,come on let's go!,clustered/iterative_beam_search_bs5_ibs100.json_4,clustered/random_sampling_temp0.5.json_4,clustered/random_sampling_temp1.0.json_8,clustered/random_sampling_temp0.7.json_0,clustered/iterative_beam_search_bs5_ibs100.json_1,57,go ahead to the saloon. but don't get too drunk!,is that what you want?,you've got to be kidding me!,while you're at it,what's the matter with you?,i'll take care of it!,clustered/iterative_beam_search_bs5_ibs100.json_2,original/beam_search_bs10_kpercand3.json_7,clustered/iterative_beam_search_bs5_ibs100.json_7,clustered/standard_beam_search_bs100.json_1,original/diverse_beam_search_bs10_dbs0.8.json_2,56,tonight turned out to be pretty interesting.,then 1000 rounds from 6 at dawn,because it's made next month,i don't know what you're talking about,i've been thinking about it,i'll be back in a couple of hours,original/random_sampling_temp1.0.json_8,original/random_sampling_temp1.0.json_4,clustered/standard_beam_search_bs100_npad0.3.json_7,clustered/random_sampling_temp0.5.json_3,original/diverse_beam_search_bs10_dbs0.8.json_9,70,maybe it went out. should someone check it?,i don't know what you mean,i don't know what you're talkin about,no i don't think so,i don't know what you're saying,i don't think i can,original/standard_beam_search_bs10.json_4,original/clustering_beam_search_bs10_cbs5.json_4,clustered/clustering_beam_search_bs100_cbs5.json_1,original/beam_search_bs10_kpercand3.json_8,clustered/beam_search_bs100_kpercand3.json_9,59
aren't you coming?,no i can't wait for you,you didn't know me well?,let's get out of here,no i don't think so,i've been waiting for you,clustered/random_sampling_temp1.0.json_6,original/random_sampling_temp0.7.json_5,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/clustering_beam_search_bs100_cbs5.json_2,original/beam_search_bs10_kpercand3.json_2,4,ssh. i'm on a stakeout.,i think the. is.,i'll be back in a minute,i've got to get out of here and make sure it doesn't happen any more than you can say a few words,you're going to be the boss of the board!,i don't know what you're talking about,original/random_sampling_temp1.0_top10.json_2,original/beam_search_bs10_kpercand3.json_3,clustered/diverse_beam_search_bs100_dbs0.8.json_8,original/random_sampling_temp0.7.json_9,original/clustering_beam_search_bs10_cbs5.json_0,67,poor father...,and will you please sit down?,what are you talking about?,i'll be back in a few minutes,i'll take care of it myself,i'll take care of you,original/random_sampling_temp0.7.json_4,clustered/beam_search_bs100_kpercand3.json_0,original/clustering_beam_search_bs10_cbs5.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_1,original/standard_beam_search_bs10.json_7,36,will he be alright?,he's going to be all right,i'll take care of it,i'll see you later,i don't know what to do,i don't know what to say to you,original/random_sampling_temp0.5.json_3,original/standard_beam_search_bs10.json_5,clustered/random_sampling_temp1.0_top100.json_1,original/standard_beam_search_bs10.json_7,original/clustering_beam_search_bs10_cbs5.json_9,33,do you think they'll walk away?,do you think they'll let you go?,i don't know what you're talking about,can't you see that?,of course they tell you that,boss i've been waiting for you,original/beam_search_bs10_kpercand3.json_7,clustered/standard_beam_search_bs100.json_3,original/iterative_beam_search_bs5_ibs10.json_4,clustered/random_sampling_temp1.0.json_3,clustered/random_sampling_temp1.0.json_4,90
"look, nobody knows we did it.",let's get out of here,did you hear what i said?,we're not going anywhere,we're not gonna make it,we've got to get out of here before it's too late,clustered/iterative_beam_search_bs5_ibs100.json_0,original/iterative_beam_search_bs5_ibs10.json_8,original/clustering_beam_search_bs10_cbs5.json_1,clustered/random_sampling_temp0.5.json_6,original/diverse_beam_search_bs10_dbs0.8.json_7,68,"c'mon, i need to talk to you. just the two of us.",i know what they're doing,i don't know what you're talking about,i'll make a deal with you,i'll be right back,let's get out of here,original/random_sampling_temp1.0_top10.json_6,clustered/clustering_beam_search_bs100_cbs5.json_4,original/random_sampling_temp0.7.json_1,original/standard_beam_search_bs10.json_0,clustered/clustering_beam_search_bs100_cbs5.json_3,82,does he have the marked bills on him?,i don't know what you're talking about,i don't know about that,he's going to pay for it,he doesn't have to pay,he's been here for a long time,original/clustering_beam_search_bs10_cbs5.json_2,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp0.5.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/random_sampling_temp0.5.json_9,69,i'm scared shitless.,what are you gonna do?,that's why i'm here,i'll be back in a few minutes,i've never seen anything like it before,that's what i'm afraid of,clustered/random_sampling_temp1.0_top100.json_0,original/iterative_beam_search_bs5_ibs10.json_3,original/diverse_beam_search_bs10_dbs0.8.json_9,original/standard_beam_search_bs10_npad0.3.json_9,clustered/random_sampling_temp0.5.json_5,37,jesus! are you serious?,i don't know what to say!,we can't do that!,i've got to go,i've been talking with 22 times your last,you know what i'm saying?,original/standard_beam_search_bs10.json_7,original/random_sampling_temp0.7.json_0,original/diverse_beam_search_bs10_dbs0.8.json_2,original/random_sampling_temp1.0.json_7,clustered/standard_beam_search_bs100_npad0.3.json_5,34
he said we're all going to have to go talk to the guy.,you know what he says?,it's good to have some of that,what are you going to do?,you don't have to go,what are you talking about?,clustered/random_sampling_temp1.0_top100.json_1,original/random_sampling_temp0.7.json_4,clustered/standard_beam_search_bs100.json_3,original/random_sampling_temp1.0_top10.json_0,clustered/clustering_beam_search_bs100_cbs5.json_0,99,maybe you inspire me.,let's get out of here,what are you talking about?,no i don't think so,that's why i'm here,it doesn't matter when it suits you,original/iterative_beam_search_bs5_ibs10.json_3,clustered/standard_beam_search_bs100_npad0.3.json_1,original/iterative_beam_search_bs5_ibs10.json_0,original/standard_beam_search_bs10.json_1,clustered/random_sampling_temp1.0.json_7,27,"it's happened at last, we've become a limited company.",we have to get rid of them,come on let's go!,so you don't need to go to school,what are you talking about?,of course you're not,clustered/random_sampling_temp1.0_top100.json_4,clustered/iterative_beam_search_bs5_ibs100.json_2,original/random_sampling_temp1.0_top10.json_6,clustered/standard_beam_search_bs100.json_0,clustered/iterative_beam_search_bs5_ibs100.json_4,84,well i was right. you are a sentimentalist.,you're not a.,i'm going to the bathroom,i've got a comic kit here which i love most,i'll tell you what i'm gonna do,i'm not a.!,clustered/standard_beam_search_bs100.json_7,original/random_sampling_temp1.0_top10.json_1,original/random_sampling_temp0.7.json_9,original/clustering_beam_search_bs10_cbs5.json_5,clustered/random_sampling_temp0.5.json_2,61,what did you just say?,i'll tell you what,i'll tell you what,i don't want to talk about it,i told you to shut up!,i'll tell you what,clustered/random_sampling_temp0.5.json_0,original/standard_beam_search_bs10.json_0,clustered/standard_beam_search_bs100_npad0.3.json_9,clustered/standard_beam_search_bs100_npad0.3.json_7,original/iterative_beam_search_bs5_ibs10.json_0,18
he wants the money.,you've been a little more than a.,he'll pay for it,what are you going to do?,i don't want to see him,he'll pay for it,original/random_sampling_temp1.0_top10.json_8,original/iterative_beam_search_bs5_ibs10.json_0,clustered/standard_beam_search_bs100_npad0.3.json_2,original/beam_search_bs10_kpercand3.json_6,original/standard_beam_search_bs10.json_0,17,are you sure you even packed it?,i don't know what to say,no i don't want any,i tried to filter it out,i don't know what it is,i don't know what you're talking about,clustered/standard_beam_search_bs100_npad0.3.json_4,original/random_sampling_temp1.0_top10.json_0,clustered/random_sampling_temp1.0.json_9,original/beam_search_bs10_kpercand3.json_4,original/beam_search_bs10_kpercand3.json_0,58,i'd love to drive through new england in the fall.,i'd be much better off,and when i retire i feel?,i'll be back in a minute,i'll be back in a few minutes,all right i'll do it,original/random_sampling_temp1.0.json_0,clustered/random_sampling_temp1.0.json_9,original/beam_search_bs10_kpercand3.json_1,clustered/random_sampling_temp0.5.json_5,original/iterative_beam_search_bs5_ibs10.json_4,73,you're the guys from the movie!,what are you talking about?,you're! the whole thing!,we'll open every film in the whole town and we'll the angels eat and get together,i don't want to see you!,i don't want to hear it!,clustered/beam_search_bs100_kpercand3.json_0,original/random_sampling_temp0.7.json_1,original/random_sampling_temp1.0.json_7,original/clustering_beam_search_bs10_cbs5.json_6,original/standard_beam_search_bs10_npad0.3.json_3,87,what's the matter?,don't you want to know what's going on? i'm sorry ma'a m but a few minutes ago we went out,don't you want to know what's going on in there?,the doctor said you might be here,i've been thinking about it,don't you want to know what's going on? i'm sorry ma'a m but a few minutes ago we went out together and started shooting each other again,clustered/diverse_beam_search_bs100_dbs0.8.json_6,original/diverse_beam_search_bs10_dbs0.8.json_6,original/random_sampling_temp0.7.json_6,original/random_sampling_temp0.5.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_8,6
