input1,sys11,sys12,sys13,sys14,sys15,sysid11,sysid12,sysid13,sysid14,sysid15,sentid1,input2,sys21,sys22,sys23,sys24,sys25,sysid21,sysid22,sysid23,sysid24,sysid25,sentid2,input3,sys31,sys32,sys33,sys34,sys35,sysid31,sysid32,sysid33,sysid34,sysid35,sentid3,input4,sys41,sys42,sys43,sys44,sys45,sysid41,sysid42,sysid43,sysid44,sysid45,sentid4,input5,sys51,sys52,sys53,sys54,sys55,sysid51,sysid52,sysid53,sysid54,sysid55,sentid5
What happens ?,I warn you !,I 'm not sure .,I 've been thinking about your family .,Let him .,He 's dead .,original/standard_beam_search_bs10_npad0.3.json_1,original/clustering_beam_search_bs10_cbs5.json_4,clustered/random_sampling_temp0.7.json_1,clustered/standard_beam_search_bs100_npad0.3.json_9,original/random_sampling_temp0.7.json_2,147,when you don 't like what ?,when .,tell me .,I want to get in the car with you .,Oh .,"I am cut out for this brother them so turret will suck the error of Shaolin sorrows , where tubs of vampires down from the die in marital breast insulin all unnecessary will , compared insulting animals injured at the backward death bombing .",original/random_sampling_temp0.7.json_9,clustered/beam_search_bs100_kpercand3.json_6,original/random_sampling_temp1.0_top10.json_7,clustered/iterative_beam_search_bs5_ibs100.json_1,original/random_sampling_temp1.3.json_9,18,Well great . What 's your favorite movie ?,"Oh , my God !",Oh my God !,Well ...,Nothing .,I don 't know !,original/beam_search_bs10_kpercand3.json_5,clustered/random_sampling_temp1.0_top100.json_9,clustered/clustering_beam_search_bs100_cbs5.json_7,clustered/iterative_beam_search_bs5_ibs100.json_2,original/standard_beam_search_bs10.json_8,93,I think she knows but she prefers another guy,she does not know,I think so .,I don 't know .,She 's a woman .,tell me .,clustered/random_sampling_temp1.0_top100.json_1,original/beam_search_bs10_kpercand3.json_3,clustered/standard_beam_search_bs100.json_0,original/random_sampling_temp1.0_top10.json_1,clustered/iterative_beam_search_bs5_ibs100.json_6,80,Hi there how are you ?,Good kidding you .,"You look great , you are the same .",Fine .,"Hi , hey , hey .","I 'm fine , thank you .",clustered/standard_beam_search_bs100_npad0.3.json_2,clustered/random_sampling_temp1.0_top100.json_5,original/standard_beam_search_bs10.json_0,original/standard_beam_search_bs10_npad0.3.json_9,clustered/random_sampling_temp0.7.json_0,159
My favorite planet is pluto,I 'm sorry .,I  ii be .,Yeah .,I  ii be !,Atlantic City .,clustered/beam_search_bs100_kpercand3.json_6,original/standard_beam_search_bs10_npad0.3.json_1,original/iterative_beam_search_bs5_ibs10.json_1,original/standard_beam_search_bs10_npad0.3.json_4,clustered/iterative_beam_search_bs5_ibs100.json_1,167,Wow thank you . That 's nice of you,"And it 's just that , Wow",It 's a nice place,I don 't know what you mean,Wow is a nightmare,That 's a great idea,clustered/random_sampling_temp1.0_top100.json_9,original/random_sampling_temp0.7.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/standard_beam_search_bs10_npad0.3.json_3,original/clustering_beam_search_bs10_cbs5.json_4,195,What is the square root of pi ?,What .,Medium .,It 's a What .,I 'm afraid it would be over 10 .,"Oh , I don 't know .",original/clustering_beam_search_bs10_cbs5.json_0,clustered/iterative_beam_search_bs5_ibs100.json_4,original/beam_search_bs10_kpercand3.json_9,original/random_sampling_temp1.0.json_3,original/clustering_beam_search_bs10_cbs5.json_7,90,you tell me,"you don 't know what I 'm talking about , no matter how many times i say it 's not gonna take long enough",I 'm constrained spectacularly accepted .,you !,.,you betrayed your hand ...,clustered/diverse_beam_search_bs100_dbs0.8.json_0,original/random_sampling_temp1.3.json_3,clustered/standard_beam_search_bs100.json_9,clustered/iterative_beam_search_bs5_ibs100.json_8,original/standard_beam_search_bs10_npad0.3.json_7,184,i want to eat,Let 's eat .,i .,eat fast .,"duck , bar , spa ...",i want you to eat my duck .,clustered/beam_search_bs100_kpercand3.json_7,clustered/standard_beam_search_bs100_npad0.3.json_8,clustered/standard_beam_search_bs100_npad0.3.json_5,original/random_sampling_temp1.0.json_9,original/random_sampling_temp0.7.json_3,105
Have you been well ?,"Yes , I 've been fine .","Yes , I 've been a bit busy lately ... since my husband passed away .",I am sorry .,Have .,Hello .,original/clustering_beam_search_bs10_cbs5.json_7,clustered/diverse_beam_search_bs100_dbs0.8.json_1,clustered/standard_beam_search_bs100_npad0.3.json_4,clustered/beam_search_bs100_kpercand3.json_8,original/iterative_beam_search_bs5_ibs10.json_5,11,what do you know Alex,Patsy .,you don 't know me .,you know they love sleeping .,I am an idiot !,"what , i know who you are .",clustered/random_sampling_temp0.7.json_8,clustered/beam_search_bs100_kpercand3.json_0,clustered/random_sampling_temp1.3.json_4,original/standard_beam_search_bs10_npad0.3.json_6,original/random_sampling_temp0.7.json_9,15,ok. but who is he ?,I 'm not sure .,You 're ok. killer .,I don 't know .,He is ok. .,"You know what I think , I 'm a cop , he 's an artist , he 's a man who works as a singer .",original/beam_search_bs10_kpercand3.json_4,original/random_sampling_temp1.0.json_7,original/clustering_beam_search_bs10_cbs5.json_0,original/standard_beam_search_bs10.json_2,clustered/random_sampling_temp1.0_top100.json_2,162,"Okay , I like to watch comedies .",LIKE Okay .,I like to watch .,I 'LL show them .,YOU DO .,I 'll watch them .,original/iterative_beam_search_bs5_ibs10.json_8,clustered/clustering_beam_search_bs100_cbs5.json_1,clustered/standard_beam_search_bs100_npad0.3.json_4,clustered/standard_beam_search_bs100.json_4,original/standard_beam_search_bs10_npad0.3.json_9,96,With whom ?,I 'm not sure .,I don 't know .,Look this way ... circles that can take exactly 300 kroner free wine those crosses .,Tell the Larsen governors .,A friend .,original/standard_beam_search_bs10.json_7,clustered/beam_search_bs100_kpercand3.json_0,clustered/random_sampling_temp1.3.json_1,original/random_sampling_temp1.3.json_8,original/iterative_beam_search_bs5_ibs10.json_1,142
what is your name ?,what .,"My name is what , and i don 't know .",what .,I 'm what .,what .,original/random_sampling_temp0.7.json_8,original/diverse_beam_search_bs10_dbs0.8.json_9,clustered/clustering_beam_search_bs100_cbs5.json_6,original/standard_beam_search_bs10.json_7,original/iterative_beam_search_bs5_ibs10.json_0,118,What about music ?,What !,Shh !,I don 't know what 's going on .,You can 't do music with music .,It 's okay .,clustered/random_sampling_temp0.7.json_7,clustered/iterative_beam_search_bs5_ibs100.json_5,original/diverse_beam_search_bs10_dbs0.8.json_5,clustered/random_sampling_temp1.0_top100.json_0,clustered/standard_beam_search_bs100.json_8,128,it 's already in my pocket !,I found the tip of the iceberg .,in the morning ... took me home in the bath,I don 't know what you mean .,I don 't know !,"No , no , no .",clustered/random_sampling_temp0.7.json_0,clustered/random_sampling_temp1.0.json_1,original/beam_search_bs10_kpercand3.json_6,original/diverse_beam_search_bs10_dbs0.8.json_4,original/standard_beam_search_bs10.json_6,70,That is amazing . Are you nervous ?,Not at all .,No ...,No .,Yes,Yeah .,clustered/clustering_beam_search_bs100_cbs5.json_5,clustered/standard_beam_search_bs100.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_6,original/beam_search_bs10_kpercand3.json_2,original/random_sampling_temp1.0_top10.json_0,107,I am trying to figure out who you voted for since you want to talk politics .,I .,I 'll not say that .,I 'm going to try to change my mind .,I don 't want to talk about it .,.,original/clustering_beam_search_bs10_cbs5.json_0,original/standard_beam_search_bs10_npad0.3.json_9,original/random_sampling_temp0.7.json_6,clustered/beam_search_bs100_kpercand3.json_0,original/iterative_beam_search_bs5_ibs10.json_1,112
"no , but very surprised you are still there",yes,Come on .,Let 's go,No .,"yes , yes , certainly !",original/random_sampling_temp1.0.json_4,clustered/iterative_beam_search_bs5_ibs100.json_6,clustered/standard_beam_search_bs100_npad0.3.json_8,original/beam_search_bs10_kpercand3.json_0,clustered/random_sampling_temp1.0.json_4,182,Politics ?,I don 't know what you 're talking about .,I don 't understand .,I don 't know .,Golden Squadron Dragged Dix off high masters during pagan fights addicted to long cutbacks in energy competition and reign everyday .,I don 't understand .,clustered/diverse_beam_search_bs100_dbs0.8.json_3,original/standard_beam_search_bs10.json_5,original/clustering_beam_search_bs10_cbs5.json_2,original/random_sampling_temp1.3.json_9,clustered/standard_beam_search_bs100.json_0,194,hey please behave yourself !,No !,I don 't know what you 're saying,watch the hey .,Hey mother ok .,i 'm sorry .,clustered/iterative_beam_search_bs5_ibs100.json_4,clustered/standard_beam_search_bs100.json_8,clustered/random_sampling_temp0.7.json_5,original/random_sampling_temp1.3.json_1,original/beam_search_bs10_kpercand3.json_3,7,I do enjoy watching soccer occassionally .,"Yes , I do !",I states against terror in their country .,I don 't know .,fraternity manure darling always hobos and jelly receptions .,"Dude , man , I 'm sorry .",original/random_sampling_temp0.7.json_1,original/standard_beam_search_bs10_npad0.3.json_6,original/diverse_beam_search_bs10_dbs0.8.json_1,original/random_sampling_temp1.3.json_2,clustered/random_sampling_temp1.0.json_4,183,me too,self-evident .,Of course not .,I don 't know what you 're talking about .,me ...,I don 't know what you 're talking about .,clustered/random_sampling_temp1.3.json_8,clustered/standard_beam_search_bs100.json_6,original/diverse_beam_search_bs10_dbs0.8.json_3,clustered/random_sampling_temp0.7.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_4,26
"Ahhh ... well , that seems very true . How are you ?","It is so beautiful , you 've become so much like me ,","You want me to go to the Ahhh ,","I 'm fine , thank you",Ahhh,I 'm good .,clustered/random_sampling_temp1.0_top100.json_5,original/random_sampling_temp0.7.json_1,clustered/beam_search_bs100_kpercand3.json_6,original/beam_search_bs10_kpercand3.json_0,original/clustering_beam_search_bs10_cbs5.json_6,164,Hi : ),"Yes , it is .",Hi 's great .,"Dumb . Hello , Chinna .",M H Choo nachos .,yeah .,original/clustering_beam_search_bs10_cbs5.json_7,clustered/standard_beam_search_bs100_npad0.3.json_9,original/random_sampling_temp1.3.json_7,clustered/random_sampling_temp1.3.json_1,original/iterative_beam_search_bs5_ibs10.json_7,23,What do you think about equality in our world ?,"Look , I don 't know .","I don 't know what you 're talking about , but it 's not the first time",I don 't know what you think .,"I don 't know what you 're talking about , but it 's a good thing .",Yes .,original/iterative_beam_search_bs5_ibs10.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_0,original/beam_search_bs10_kpercand3.json_6,original/diverse_beam_search_bs10_dbs0.8.json_8,original/iterative_beam_search_bs5_ibs10.json_4,174,do you really think so ?,"Yes , I do .",let 's go .,"oh , yeah .",yeah .,I don 't know .,original/standard_beam_search_bs10.json_6,original/iterative_beam_search_bs5_ibs10.json_9,original/iterative_beam_search_bs5_ibs10.json_2,original/standard_beam_search_bs10.json_1,clustered/beam_search_bs100_kpercand3.json_0,53,haha that 's a good joke,I don 't know .,haha on the phone .,"gavin Levi , FRANK Reyes better be okay .",Yes .,a irregularities in solving the murders .,clustered/beam_search_bs100_kpercand3.json_5,original/random_sampling_temp0.7.json_2,clustered/random_sampling_temp1.3.json_1,original/random_sampling_temp0.7.json_7,original/random_sampling_temp1.3.json_2,168
"oh , ok ..","you know , I don 't want to be a oh .","! Look , I 'm going to need your help .",I 'm sure you 'll be able to do it tomorrow .,"you know , I don 't want to be in the middle of anything that might help us .",in time .,original/clustering_beam_search_bs10_cbs5.json_8,original/random_sampling_temp0.7.json_4,original/random_sampling_temp0.7.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_2,clustered/standard_beam_search_bs100_npad0.3.json_6,21,Already bored of politics ? Okay let 's talk about television shows .,I don 't know .,I don 't know what to say,Vacation just for fun,Already,tell him it 's gone in two weeks !,original/clustering_beam_search_bs10_cbs5.json_1,clustered/clustering_beam_search_bs100_cbs5.json_8,clustered/random_sampling_temp1.0.json_8,original/standard_beam_search_bs10.json_0,original/random_sampling_temp1.0.json_1,30,I 'm sorry ?,I went to I Mart to see your boss .,In I bag in Las Vegas .,"I 'm sorry , but , uh ...","No , you said that , but the way you I it .",Please .,original/random_sampling_temp0.7.json_7,clustered/random_sampling_temp1.3.json_5,clustered/random_sampling_temp1.0_top100.json_6,original/random_sampling_temp1.0_top10.json_6,original/iterative_beam_search_bs5_ibs10.json_8,146,how are you today,I assure you .,"oh , oh , Tony and Silent Bob are here .","I 'm fine , thank you .",thank you .,thank you .,clustered/random_sampling_temp1.0.json_1,clustered/random_sampling_temp1.0.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_6,clustered/clustering_beam_search_bs100_cbs5.json_5,clustered/iterative_beam_search_bs5_ibs100.json_8,139,how about Baseball ?,"No , no , no , no .","No , I don 't think that 's fair .",I don 't think so .,come sorry man .,I learned today .,original/standard_beam_search_bs10.json_9,original/diverse_beam_search_bs10_dbs0.8.json_7,original/beam_search_bs10_kpercand3.json_4,clustered/random_sampling_temp1.3.json_6,clustered/standard_beam_search_bs100_npad0.3.json_4,8
Where is your last name from ?,I don 't remember .,Uh ...,Montana .,Where .,I don 't remember .,original/beam_search_bs10_kpercand3.json_2,original/random_sampling_temp1.0.json_0,clustered/iterative_beam_search_bs5_ibs100.json_3,clustered/beam_search_bs100_kpercand3.json_5,original/diverse_beam_search_bs10_dbs0.8.json_4,61,"I don 't think so . That 's pretty rude , actually . What else did you want to talk about ?",I don 't know ...,I don 't know what you 're saying,I don 't want to talk about it .,I don 't know .,That you Were not I ... - Doing an interview The archdiocese speaks English .,original/clustering_beam_search_bs10_cbs5.json_3,original/standard_beam_search_bs10.json_9,clustered/diverse_beam_search_bs100_dbs0.8.json_9,original/diverse_beam_search_bs10_dbs0.8.json_1,clustered/random_sampling_temp1.0.json_0,13,How about a poem ?,"Get lost , cameraman !",I don 't know .,"No , I 'm good .",It 's a poem .,It 's a beautiful poem,clustered/random_sampling_temp1.3.json_4,original/clustering_beam_search_bs10_cbs5.json_4,original/clustering_beam_search_bs10_cbs5.json_7,clustered/beam_search_bs100_kpercand3.json_5,original/random_sampling_temp1.0_top10.json_3,87,"Sorry , I thought you might want to talk .",No,I 'm sorry .,No way of talking .,I don 't want to talk .,Gentlemen .,clustered/random_sampling_temp1.3.json_6,original/clustering_beam_search_bs10_cbs5.json_0,clustered/standard_beam_search_bs100_npad0.3.json_8,original/diverse_beam_search_bs10_dbs0.8.json_6,clustered/random_sampling_temp1.0.json_5,97,I have no idea,I 'm afraid .,Whoever that broadband speed .,I 'm sorry .,No one .,Then you don 't to get to the extent that it 's such a place to put those two at the end just in time ... because the I does not allow me to say ... several about second thoughts .,original/standard_beam_search_bs10_npad0.3.json_3,clustered/random_sampling_temp1.3.json_1,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp1.0_top10.json_1,original/random_sampling_temp1.0.json_1,74
Why do you think that ?,There are no cause to retire .,'Cause you guys are not the cops .,"I don 't know , but it 's a good idea .",I saw him talk to his wife .,"If the professor doesn 't want to give his marriage to his children , we 're getting married .",clustered/random_sampling_temp1.3.json_9,clustered/random_sampling_temp0.7.json_6,original/diverse_beam_search_bs10_dbs0.8.json_6,original/standard_beam_search_bs10_npad0.3.json_6,clustered/random_sampling_temp1.0.json_9,189,There is so much great music out there I don 't blame you .,I don 't think so,"No , it 's not that .",because you mostly have any problem Sayonara that they talking,"I . , but it There",I don 't think so .,original/clustering_beam_search_bs10_cbs5.json_3,original/standard_beam_search_bs10.json_6,original/random_sampling_temp1.3.json_6,original/random_sampling_temp1.0_top10.json_9,original/diverse_beam_search_bs10_dbs0.8.json_2,17,Hi : ),I 'm sorry to bother you .,I don 't know what you 're talking about,It 's Hi .,"Yes , ma ' am .",It 's Hi .,clustered/diverse_beam_search_bs100_dbs0.8.json_3,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/beam_search_bs100_kpercand3.json_0,clustered/standard_beam_search_bs100_npad0.3.json_8,clustered/standard_beam_search_bs100.json_0,23,I lik chess,of course .,you look like you 're a I .,you play .,I beam .,I you .,original/diverse_beam_search_bs10_dbs0.8.json_2,original/standard_beam_search_bs10.json_9,clustered/standard_beam_search_bs100.json_3,clustered/standard_beam_search_bs100_npad0.3.json_2,original/standard_beam_search_bs10.json_4,169,haha that 's a good joke,good .,.,joke .,clue about anarchy dean Caroline .,it is not dark .,clustered/iterative_beam_search_bs5_ibs100.json_2,clustered/iterative_beam_search_bs5_ibs100.json_4,original/iterative_beam_search_bs5_ibs10.json_8,original/random_sampling_temp1.3.json_3,original/random_sampling_temp1.0.json_9,168
i like food,you don 't eat food or anything else .,come here and eat it .,you ate my breakfast and you had it with you .,you eat it !,you don 't eat vegetarian food .,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/random_sampling_temp1.0.json_2,original/random_sampling_temp1.0_top10.json_1,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/random_sampling_temp0.7.json_6,14,Politics ?,"No , it 's not .",Let 's go .,I 'm a political Communist .,"I don 't know what you 're talking about , but it 's gonna be a lot of fun .",Vietnam .,original/random_sampling_temp1.0_top10.json_0,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp0.7.json_1,clustered/diverse_beam_search_bs100_dbs0.8.json_9,clustered/iterative_beam_search_bs5_ibs100.json_0,194,"OK , what do you think about politics today ?",I 'm not interested in politics .,Well it-it 's- -,I 've prepared a lot of politics today .,OK .,I think it 's a good idea .,clustered/beam_search_bs100_kpercand3.json_1,clustered/standard_beam_search_bs100_npad0.3.json_0,original/standard_beam_search_bs10_npad0.3.json_4,clustered/clustering_beam_search_bs100_cbs5.json_4,original/beam_search_bs10_kpercand3.json_4,35,Not really,I don 't know what to say .,Right .,You 're a great artist .,Yeah .,I don 't understand .,clustered/diverse_beam_search_bs100_dbs0.8.json_5,original/iterative_beam_search_bs5_ibs10.json_8,clustered/random_sampling_temp1.0_top100.json_4,clustered/iterative_beam_search_bs5_ibs100.json_1,clustered/standard_beam_search_bs100.json_0,72,fine with me !,"You know , Eunice .","I don 't know what you 're talking about , but i 'm not the one who 's going to be a big fan","Oh , my god !","Yes , I am .",Go away .,clustered/random_sampling_temp1.0.json_8,clustered/diverse_beam_search_bs100_dbs0.8.json_8,clustered/beam_search_bs100_kpercand3.json_8,clustered/beam_search_bs100_kpercand3.json_4,clustered/standard_beam_search_bs100_npad0.3.json_5,40
"You tell me , you said you do not know what happened to you .","Yes , sir .",Sir ...,I 'd know that .,No .,I 'm telling you what I 'm saying .,clustered/standard_beam_search_bs100.json_9,clustered/beam_search_bs100_kpercand3.json_8,original/random_sampling_temp0.7.json_0,clustered/clustering_beam_search_bs100_cbs5.json_4,original/random_sampling_temp1.0_top10.json_3,79,Hey should I eat icecream,Hey,Let 's go,C co !,I have to eat,Eat edge .,original/beam_search_bs10_kpercand3.json_0,original/beam_search_bs10_kpercand3.json_6,clustered/random_sampling_temp1.3.json_4,original/clustering_beam_search_bs10_cbs5.json_9,original/standard_beam_search_bs10_npad0.3.json_6,198,Okay when ?,When we can find a friend .,"Okay , you guys , we 're in love .",Tomorrow morning .,We will be in the hospital .,"I don 't know , but ...",original/random_sampling_temp0.7.json_0,original/random_sampling_temp1.0_top10.json_0,original/beam_search_bs10_kpercand3.json_3,clustered/random_sampling_temp0.7.json_9,original/clustering_beam_search_bs10_cbs5.json_8,136,what ? you are not my boss,you are the boss of the city of what !,"I am not your boss , but you are the only one who can be trusted",I 'm not your boss .,what you have been a very smart man since you were a young man,one too many sandwiches .,original/random_sampling_temp0.7.json_5,original/diverse_beam_search_bs10_dbs0.8.json_9,original/standard_beam_search_bs10.json_7,original/random_sampling_temp1.0_top10.json_8,clustered/random_sampling_temp1.0.json_1,22,What was it about ?,"An Stump woodshed , security .",Perhaps What ...,Mel Hartman .,"Well , it was ...",USB broke down from behind .,clustered/random_sampling_temp1.3.json_3,clustered/random_sampling_temp0.7.json_7,original/random_sampling_temp1.3.json_8,original/random_sampling_temp1.0_top10.json_1,clustered/random_sampling_temp1.0.json_1,137
No I don 't watch football in that way .,I have no more time,No No,you know it was a play .,I don 't know what to do .,"No of Chinese food family drives this crazy mouse spring with cold fields you can use vibrator Damon , but dictated you HIDDEN No assassin uniform full of No there matched demonic prediction under this ...",clustered/random_sampling_temp1.0_top100.json_2,clustered/standard_beam_search_bs100.json_5,original/standard_beam_search_bs10_npad0.3.json_3,original/beam_search_bs10_kpercand3.json_5,clustered/random_sampling_temp1.3.json_7,54,"yes , believe i dont really have neither time nor good mood to talk to you",i don 't want to talk about it,"You know , it 's perfect because of this","i 'm not a time i 'm an architect , i have to write a song",i don 't know what you 're talking about,yes .,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/random_sampling_temp1.0.json_3,original/random_sampling_temp0.7.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/random_sampling_temp1.0_top100.json_8,32,With whom ?,With my two sisters .,"I don 't know , but it 's been a long time since you came to New York with some friends of mine and your dad who 'd rather stay alive than be alone .",With .,With My grandmother .,With the doctor .,original/random_sampling_temp0.7.json_0,clustered/diverse_beam_search_bs100_dbs0.8.json_0,clustered/beam_search_bs100_kpercand3.json_3,original/random_sampling_temp1.0.json_5,clustered/random_sampling_temp1.0.json_3,142,You think I 'm funny ?,No .,Fuck you .,Yes .,That 's what I 'm talking about .,I don 't think so .,original/iterative_beam_search_bs5_ibs10.json_0,original/iterative_beam_search_bs5_ibs10.json_9,original/iterative_beam_search_bs5_ibs10.json_2,clustered/random_sampling_temp0.7.json_0,original/standard_beam_search_bs10.json_6,58,have you tried llaollao before ?,Never .,"Only once , very much before , once .",have ...,no .,"No , I haven 't",clustered/beam_search_bs100_kpercand3.json_6,clustered/random_sampling_temp1.0.json_0,clustered/random_sampling_temp1.0_top100.json_4,original/standard_beam_search_bs10.json_2,original/diverse_beam_search_bs10_dbs0.8.json_6,101
i am not a huge fan of board games,you are a monster !,"no , you are not a big fan",funny .,you are a smart girl .,no problem,clustered/random_sampling_temp0.7.json_5,original/diverse_beam_search_bs10_dbs0.8.json_2,original/random_sampling_temp1.0.json_8,original/random_sampling_temp1.0_top10.json_2,clustered/random_sampling_temp1.0_top100.json_9,2,what is my name,you don 't know what I 'm talking about .,you don 't know what I 'm talking about .,not you !,you 're a good boy .,the third .,original/diverse_beam_search_bs10_dbs0.8.json_4,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/random_sampling_temp0.7.json_0,clustered/random_sampling_temp1.0_top100.json_5,clustered/random_sampling_temp1.0.json_2,91,yes it is,"yes , it is very important",goodbye .,yes it is .,there 's a yes death in the heart of the two of you .,s we have to go,clustered/diverse_beam_search_bs100_dbs0.8.json_4,clustered/iterative_beam_search_bs5_ibs100.json_3,original/diverse_beam_search_bs10_dbs0.8.json_7,clustered/random_sampling_temp0.7.json_0,clustered/random_sampling_temp0.7.json_3,56,thank you !,"thank , you 're not a bad cop , you 're such a fool",I don 't know what you mean,"splendidly , Nami - granted my reputation a clumsy ignorance of Borgia wondered 72 / 04 and may say cash I figure 26 Kingdoms originally dug my reputation in stopper .",i shouldn 't even remember .,thank !,original/random_sampling_temp0.7.json_6,clustered/diverse_beam_search_bs100_dbs0.8.json_4,original/random_sampling_temp1.3.json_9,clustered/random_sampling_temp1.0.json_8,original/standard_beam_search_bs10.json_0,199,Like go out to eat ?,I don 't think so .,You know .,Just you and Bond .,I don 't know .,I don 't want to eat .,clustered/diverse_beam_search_bs100_dbs0.8.json_5,clustered/standard_beam_search_bs100_npad0.3.json_1,original/random_sampling_temp1.3.json_0,clustered/beam_search_bs100_kpercand3.json_3,original/beam_search_bs10_kpercand3.json_9,132
I don 't know about that,I don 't know what you mean .,"I don 't know what you 're talking about , but it 's gonna be a lot of fun .",I 'd I to ask you to turn your back .,I don 't know what to say .,And I believe that we can .,original/diverse_beam_search_bs10_dbs0.8.json_5,clustered/diverse_beam_search_bs100_dbs0.8.json_3,clustered/random_sampling_temp0.7.json_9,original/diverse_beam_search_bs10_dbs0.8.json_8,clustered/random_sampling_temp0.7.json_5,175,Agreed . Do you watch sports ?,I do not .,Not that I can .,Sure ' n .,Yes .,Sure .,original/clustering_beam_search_bs10_cbs5.json_7,clustered/standard_beam_search_bs100_npad0.3.json_3,clustered/standard_beam_search_bs100_npad0.3.json_1,original/standard_beam_search_bs10.json_1,original/random_sampling_temp0.7.json_7,126,My favorite planet is pluto,all right .,My .,you don 't have to be My .,Tashi .,My .,original/iterative_beam_search_bs5_ibs10.json_8,clustered/beam_search_bs100_kpercand3.json_8,clustered/random_sampling_temp0.7.json_9,clustered/random_sampling_temp1.3.json_6,original/random_sampling_temp1.0_top10.json_3,167,What do you mean by that,Five years ago we managed to kidnap whatever gold you were in,All right .,It 's not like I don 't understand .,I mean I know that we 're not gonna be able to make any more friends around here .,I don 't know what you mean .,clustered/random_sampling_temp1.3.json_3,original/iterative_beam_search_bs5_ibs10.json_6,original/random_sampling_temp0.7.json_3,original/random_sampling_temp1.0_top10.json_2,original/standard_beam_search_bs10.json_2,64,I play guitar do you play anything,I hoped it would be fun .,I don 't play .,I study a chess,Music .,Dance managers now fiddle Conduct .,original/standard_beam_search_bs10_npad0.3.json_9,original/standard_beam_search_bs10.json_8,clustered/random_sampling_temp1.0.json_2,original/iterative_beam_search_bs5_ibs10.json_5,original/random_sampling_temp1.3.json_3,122
"ok , do it . I want to see","no , no .",I want to go home .,there 's no need to be afraid .,.,van Krishna like Ibrahim Flores guys,clustered/standard_beam_search_bs100.json_9,clustered/beam_search_bs100_kpercand3.json_4,original/iterative_beam_search_bs5_ibs10.json_6,clustered/beam_search_bs100_kpercand3.json_7,clustered/random_sampling_temp1.3.json_1,67,Do you like romance novels ?,It 's great .,It 's right here .,"OK Holden , they become formal novels",I do .,"Do , yeah , it 's great .",clustered/clustering_beam_search_bs100_cbs5.json_4,clustered/random_sampling_temp0.7.json_3,original/random_sampling_temp1.3.json_5,clustered/standard_beam_search_bs100.json_3,original/random_sampling_temp1.0_top10.json_0,153,"OK , I am a little","Yes , thank you very much .",Not as lasting was self-inflicted .,"No , you 're just a little bit OK .","No , no .",Hey !,original/random_sampling_temp1.0_top10.json_8,original/random_sampling_temp1.0.json_8,original/random_sampling_temp1.0_top10.json_4,original/clustering_beam_search_bs10_cbs5.json_8,clustered/standard_beam_search_bs100_npad0.3.json_7,170,what is your name ?,It 's me .,Franois Fernando Goldstein .,I am what,Al what .,I am what what,clustered/clustering_beam_search_bs100_cbs5.json_7,original/random_sampling_temp1.3.json_9,original/beam_search_bs10_kpercand3.json_9,original/random_sampling_temp1.3.json_4,clustered/random_sampling_temp1.0_top100.json_0,118,I know ... me too . Do you think they will have a movie on this flight ?,I don 't think so .,Let 's go .,No .,"The movie has gone to a meeting with a I , sir , a I .",All right .,original/clustering_beam_search_bs10_cbs5.json_6,original/iterative_beam_search_bs5_ibs10.json_4,clustered/standard_beam_search_bs100.json_5,original/random_sampling_temp1.0_top10.json_4,original/iterative_beam_search_bs5_ibs10.json_7,60
